Title,TagsAndSkills,Company,Currency,Salary,Location,Experience,JdURl,Jobdescription,CreatedAt
Salesforce Development,"Salesforce,Cloud,Sales,Service Cloud,Configuration,Salesforce Integration,Sales force development,Rest",Capgemini,INR,Not disclosed,Bengaluru,6-9 Yrs,/job-listings-salesforce-development-capgemini-bangalore-bengaluru-6-to-9-years-040423905611," . Should have Salesforce.com experience in Sales,Service cloud on Apex,VF and Lightning Development<br><br>Experience on Salesforce configuration<br><br>Experience level.",12/6/2023
Salesforce Lightning Web Components Application Developer,"Coding,Consulting,Javascript,Scrum,Test cases,Business process,Analytical skills,Monitoring",Accenture,INR,Not disclosed,Pune,6-8 Yrs,/job-listings-salesforce-lightning-web-components-application-developer-accenture-solutions-pvt-ltd-pune-6-to-8-years-250123908361,"Educational Qualification : Bachelor of Engineering preferred Computer Science or IT 15 years of full time education<br><br>Professional Attributes : 1 Effective Communication and Co-ordination skills 2 Good at Analytical skills 3 Experience in leading the team,hosting scrum meetings,assigning tasks and monitoring tasks<br><br>Management Level : Work Experience : 6-8 years",12/6/2023
Salesforce Technical Architecture Technology Architect,"Production support,UML,Consulting,Workflow,J2Ee,Architecture,Technical,System software",Accenture,INR,Not disclosed,Bengaluru,8-10 Yrs,/job-listings-salesforce-technical-architecture-technology-architect-accenture-solutions-pvt-ltd-bangalore-bengaluru-8-to-10-years-250123908378,"Educational Qualification : Regular 15-year full time education <br><br>Professional Attributes : a Must have Good Communication skill b Capable of Client facing<br><br>Management Level : Work Experience : 8-10 years<br><br>Technical Experience : 1 Through the use of UML diagrams,design documentation and best-practice methodologies",12/6/2023
Salesforce Community Cloud Application Lead,"Data modeling,Technical design,Debugging,Consulting,Salesforce,Technical,Design,Community Cloud",Accenture,INR,Not disclosed,Bengaluru,8-10 Yrs,/job-listings-salesforce-community-cloud-application-lead-accenture-solutions-pvt-ltd-bangalore-bengaluru-8-to-10-years-250123908137,Educational Qualification : Regular 15-year full time education <br><br>Key Responsibilities : 1 Perform Code Review and Code Optimization on Lighting component2 Can Implement Salesforce Lightning Industry best practices3 Can create technical design from Functional design / Requirement4 Able troubleshoot with debugging skill5 Must perform configuration and customization,12/6/2023
Salesforce Conga CLM Application Developer,"Business process,Consulting,Agile methodology,Management,Salesforce,Development,Sales,Conga",Accenture,INR,Not disclosed,Pune,6-8 Yrs,/job-listings-salesforce-conga-clm-application-developer-accenture-solutions-pvt-ltd-pune-6-to-8-years-250123908508,Professional Attributes : a Must have Good Communication skill and Capable of Client facing role b Good to have Handled Team of 3-5 junior Developers<br><br>Educational Qualification : a Must have 15 year of regular education . <br><br>Management Level : Work Experience : 6-8 years,12/6/2023
Salesforce CPQ Application Developer,"Business process,SFDC,Debugging,Consulting,Salesforce,Technical,Apex,Cpq",Accenture,INR,Not disclosed,Bengaluru,6-8 Yrs,/job-listings-salesforce-cpq-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-250123908373,Educational Qualification : Regular 15-year full time education <br><br>Key Responsibilities : a Perform Code Review and Code Optimization on APEXb Can create technical design from Functional design / Requirementc Able troubleshoot with debugging skillsd Perform Impact analysise Must perform configuration and customization<br><br>Management Level : Work Experience : 6-8 years,12/6/2023
Salesforce Conga CPQ Application Developer,"Business process,Networking,Business applications,Salesforce,Development,Process,Application,Conga",Accenture,INR,Not disclosed,Coimbatore,4-6 Yrs,/job-listings-salesforce-conga-cpq-application-developer-accenture-coimbatore-4-to-6-years-230123902798,Educational Qualification : Regular 15-year full time education <br><br> Professional Attributes : 1 Must have Good Communication skill /Capable of Client facing role2 Good to have Handled Team of 3-5 junior Developers,12/6/2023
Salesforce Conga CLM Application Lead,"Consulting,Cloud,Agile methodology,Management,Salesforce,Application,Sales,Agile",Accenture,INR,Not disclosed,Pune,6-8 Yrs,/job-listings-salesforce-conga-clm-application-lead-accenture-solutions-pvt-ltd-pune-6-to-8-years-250123908320,Professional Attributes : a Must have Good Communication skill /Capable of Client facing roleb Good to have Handled Team of 3-5 junior Developers<br><br>Educational Qualification : a Must have 15 year of regular education . <br><br>Management Level : Work Experience : 6-8 years,12/6/2023
Salesforce Technical Architecture Solution Architect,"Data migration,Consulting,Presales,SDLC,Salesforce,Architecture,Technical,Gap analysis",Accenture,INR,Not disclosed,Bengaluru,12-15 Yrs,/job-listings-salesforce-technical-architecture-solution-architect-accenture-solutions-pvt-ltd-bangalore-bengaluru-12-to-15-years-250123908220,"Educational Qualification : 15 years of full time education Bachelor / Masters university degree in Technology,Engineering / MBA<br><br>Management Level : Work Experience : 12-15 years",12/6/2023
Salesforce Technical Architecture Solution Architect,"Data migration,Consulting,Presales,SDLC,Salesforce,Technical,Staffing,Gap analysis",Accenture,INR,Not disclosed,Pune,12-15 Yrs,/job-listings-salesforce-technical-architecture-solution-architect-accenture-solutions-pvt-ltd-pune-12-to-15-years-250123908244,"Educational Qualification : 15 years of full time education Bachelor / Masters university degree in Technology,Engineering / MBA<br><br>Management Level : Work Experience : 12-15 years",12/6/2023
Salesforce Development Solution Planning Lead,"Strategic partnerships,Risk assessment,Consulting,Agile methodology,Salesforce,Assessment,Development,Service delivery",Accenture,INR,Not disclosed,Bengaluru,13-18 Yrs,/job-listings-salesforce-development-solution-planning-lead-accenture-solutions-pvt-ltd-bangalore-bengaluru-13-to-18-years-250123908202,Technical Experience : 16 years IT experience with minimum 3 years of experience within Salesforce ecosystem Should have played similar role in Salesforce or any other cloud technology<br><br>Educational Qualification : Bachelors or masters degree in Computer Science or Software Engineering<br><br>Management Level : Work Experience : 18 years,12/6/2023
Salesforce Community Cloud Application Developer,"Coding,Debugging,Consulting,Agile,Salesforce,Cloud,Interpersonal skills,Analytical",Accenture,INR,Not disclosed,Bengaluru,4-6 Yrs,/job-listings-salesforce-community-cloud-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-250123908127,Educational Qualification : Minimum 15 years of full time education . <br><br>Professional Attributes : Must have excellent communication and interpersonal skills<br><br>Management Level : Work Experience : 4-6 years,12/6/2023
Salesforce Conga CPQ Application Developer,"Business process,Consulting,Management,Business applications,Salesforce,Development,Process,Application",Accenture,INR,Not disclosed,Bengaluru,8-10 Yrs,/job-listings-salesforce-conga-cpq-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-8-to-10-years-250123907966,"Educational Qualification : Regular 15-year full time education . <br><br>Technical Experience : 1 Experience in Salesforce 2 Experience with Steelbrick / Salesforce CPQ,Apttus3 BigMachines is strongly preferred with Apttus the preference<br><br>Professional Attributes : 1 Must have Good Communication skill /Capable of Client facing role<br><br>Management Level : Work Experience : 8-10 years",12/6/2023
Salesforce Community Cloud Application Lead,"SFDC,Debugging,Consulting,Salesforce,Visualforce,Data,Salesforce Community Cloud,Application",Accenture,INR,Not disclosed,Pune,6-8 Yrs,/job-listings-salesforce-community-cloud-application-lead-accenture-solutions-pvt-ltd-pune-6-to-8-years-250123907985,Key Responsibilities : a Perform Code Review and Code Optimization on APEXb Can create technical design from Functional design / Requirementc Able troubleshoot with debugging skillsd Perform Impact analysise Must perform configuration and customization<br><br>Management Level : Work Experience : 6-8 years,12/6/2023
Salesforce Community Cloud Application Developer,"Coding,Debugging,Consulting,Agile,Salesforce,Application,Interpersonal skills,Development",Accenture,INR,Not disclosed,Bengaluru,6-8 Yrs,/job-listings-salesforce-community-cloud-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-250123908005,Educational Qualification : Minimum 15 years of full time education . <br><br>Professional Attributes : Must have excellent communication and interpersonal skills<br><br>Management Level : Work Experience : 6-8 years,12/6/2023
Salesforce Conga CLM Application Developer,"Business process,Consulting,Management,Business applications,Salesforce,Cloud,Conga,Networking",Accenture,INR,Not disclosed,Coimbatore,4-6 Yrs,/job-listings-salesforce-conga-clm-application-developer-accenture-solutions-pvt-ltd-coimbatore-4-to-6-years-250123908119,"Educational Qualification : Regular 15-year full time education <br><br>Technical Experience : 1Experience in Salesforce2Experience with Steelbrick / Salesforce CLM,Apttus,or BigMachines is strongly preferred with Apttus the preference<br><br>Professional Attributes : 1 Must have Good Communication skill /Capable of Client facing role2 Good to have Handled Team of 3-5 junior Developers",12/6/2023
CRM Architecture Deployment Lead,"SAP,CRM Architecture,Billing,Agile,Salesforce,Enterprise,Architecture,Big Data",Accenture,INR,Not disclosed,Mumbai,8-10 Yrs,/job-listings-crm-architecture-deployment-lead-accenture-solutions-pvt-ltd-mumbai-8-to-10-years-120523907258,"Professional Attributes : 1 - Problem Solving,Time management 2 - Excellent client-facing skills 3 - Good Communicator and proactive approach to daily activities <br><br>Work Experience :8-10 years",12/6/2023
Event Coordinator,"time management,Event Management,Event Operations,Operations,Events,Time Managements,Time,Management",Labcorp Drug Development,INR,Not disclosed,Bengaluru,1-3 Yrs,/job-listings-event-coordinator-labcorp-drug-development-bangalore-bengaluru-karnataka-1-to-3-years-120623001227,"Experience with working for a US-based company and a flexible schedule to accommodate US based meetings / conference calls (as needed.). <br><br>Experience in online / internet marketing,social media channels,knowledge of print production and media.  . Ability to work to deadlines and problem-solve<br><br>Experience:  . <br><br> Specific experience in life science services highly desirable.",12/6/2023
Zonal Sales Manager,"Sales,Product service,Management,Development,Software,Sales management,Business development,CRM Software",Sab Paisa,INR,Not disclosed,Chennai,10-15 Yrs,/job-listings-zonal-sales-manager-sab-paisa-chennai-10-to-15-years-120623901211,"<p>JOB BRIEF<br />We are looking for an ambitious and energetic AVP- Business Development to help us expand our clientele. </p><p>You will be the front of the company and will have the dedication to create and apply an effective sales strategy.<br />The goal is to drive sustainable financial growth through boosting sales and forging strong relationships with clients.<br /><br />WHAT WILL YOU BE DOING ON A REGULAR BASIS (RESPONSIBILITIES)<br />Generate business through our existing Bank Partner channel.<br />Manage and enrich the relationship at Bank Head Office and Zonal Offices.<br />Responsible for the business goals of the entire assigned territory<br />Manage the team and ensure they achieve the assigned goals<br />Develop new partner channel<br />Identify new business segments in the territory<br />Target specific Key Customers<br />Roll out new products and business initiatives in the territory<br />Ensure quick support to the partners and customers for escalated issues<br />Take initiative to improve processes<br />Ensure the compliance of SOP's and Processes<br />Develop a growth strategy focused both on financial gain and customer satisfaction<br />Arrange business meetings with prospective clients<br />Promote the company’s products/services addressing or predicting clients’ objectives<br />Prepare sales contracts ensuring adherence to law-established rules and guidelines<br />Keep records of sales, revenue, invoices etc.<br />Provide trustworthy feedback and after-sales support<br /> Build long-term relationships with new and existing customers<br /><br />WHO ARE WE LOOKING FOR (REQUIREMENTS)<br />Proven working experience as a business development manager, sales executive or a relevant role<br />Proven sales track record<br />Experience in customer support is a plus<br />Proficiency in MS Office and CRM software (e.g. Salesforce)<br />Proficiency in English, Hindi and Tamil<br />Market knowledge<br />Communication and negotiation skills<br />Ability to build rapport<br />Time management and planning skills<br />Experience of Hiring and Managing Team<br />Experience of selling Insurance Products through Bank Channel, IT products, E-Governance, Fintech Solutions<br />Experience of working with Government, Education segment customers</p>",12/6/2023
field sales executive,"Lead Generation,B2B Sales,Sales executive activities,Marketing,Field marketing,Corporate,Corporate sales,Field",Prompt Personnel,INR,2.25-3.5 Lacs PA,Mumbai,0-2 Yrs,/job-listings-field-sales-executive-prompt-personnel-mumbai-0-to-2-years-120623000875,"<p>We have an exciting opportunity for a Field Sales Executive to join our Field Sales Team. We have a position. As a Field Sales Executive, you will work closely with our client to deliver an excellent customer experience, as well as growing existing business and securing new business.</p><br /><p>As a Field Sales Executive you will be responsible for:</p><ul><li>Proven track record of success in field sales. (preferably in the BFSI/ HR consultancy industry)</li><li>Excellent communication and interpersonal skills, with the ability to build strong relationships with clients and internal teams</li><li>Strong organizational skills and Ability to work independently and proactively, with a results-driven approach</li><li>Proficiency in Microsoft Office Suite, Salesforce or similar CRM, and other sales tools.</li><li>Ability to travel up to 50% of the time.</li></ul><br /><p><strong>KRA:</strong> </p><ul><li>Build and maintain relationships with clients in the field by identifying potential customers, visiting client sites, and conducting presentations to promote our HR consultancy services.</li><li>Develop a deep understanding of clients' needs and pain points and offer customized solutions to address their HR needs.</li><li>Work closely with the Business Development Managers to ensure a seamless customer experience.</li></ul><br /><p>Education Qualification Requirements:</p><p>Any graduate/ MBA-any specialization</p><br /><br /><p>Soft Skills:</p><ul><li> Good analytical skills.</li><li> Strong communication skills - oral and verbal</li><li> Ability to work with various stakeholders</li><li> Excellent Team player, with the ability to build sustain teams, love travelling.</li><li>Should be able to function as an Individual Contributor as well if required.</li></ul><p><br /></p><p>Please share your resume to my mail id - simrat@promptpersonnel.com</p><p>For more contact detail- (8657407119)</p><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />",12/6/2023
Salesforce Commerce Cloud Consultant(SFCC),"SFCC,salesforce lightning,service cloud,community cloud,Salesforce,Demandware,SFDC,Lightning",Quikr,INR,20-25 Lacs PA,"Hybrid - Chennai, Bengaluru, Hyderabad",5-8 Yrs,/job-listings-salesforce-commerce-cloud-consultant-sfcc-quikr-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-8-years-120623000730,Location : Pan India(Hybrid) . Notice period: Immediate To 30 Days . Exp: min 5+ . Max Budget: 25 LPA . Job Role: Salesforce Commerce Cloud Consultant( B2B Commerce) . B2B Commerce must be the primary skill along with Salesforce Core platform knowledge + LWC + Experience Cloud (communities pages) <br><br> Must have below pointers ? <br><br> Do we have experience with Community Cloud?.,12/6/2023
"Software Test Engineer- Salesforce testing, LOS - Mandatory","LOS,Software Testing,Salesforce Testing,Salesforce,Core banking,Software,Core,tester",Qualitykiosk Technologies,INR,Not disclosed,Chennai,3-6 Yrs,/job-listings-software-test-engineer-salesforce-testing-los-mandatory-qualitykiosk-technologies-chennai-tamil-nadu-3-to-6-years-120623000689,"<p>Hi</p><p>Urgent requirement for software tester into salesforce testing, LOS</p><br /><p>Experienced- 3 to 6 yrs</p><p>Location- Chennai WFO</p><p>Notice period- immediate to 15 days</p><p>Mandatory skills- Salesforce, LOS testing</p><p>Domain- banking</p><br /><br /><br />",12/6/2023
Sales Executive || Chennai,"Field sales,Sales executive activities,Sales,Field",Kips,INR,1.5-4.25 Lacs PA,Chennai,1-3 Yrs,/job-listings-sales-executive-chennai-kips-chennai-tamil-nadu-1-to-3-years-120623000619,We are looking for self-motivated sales professionals to expand our customer base and achieve. sales quotas for the regions.  . You should ensure that your area of responsibility meets and exceeds the expectations of our. business objectives and contributes to our companys success in the long run,12/6/2023
Digital Solutions Lead Engineer - Support Operations,"Support Operations,Service Operation,ITIL,Service Design,Operational Support,Operations,Operations management,ITSM",Airbus,INR,Not disclosed,Bengaluru,8-10 Yrs,/job-listings-digital-solutions-lead-engineer-support-operations-airbus-bangalore-bengaluru-8-to-10-years-010323006164,"Skills and Competencies:  Bachelors Degree in Aeronautics or Mechanical Engineering,Information Systems,Information Technology (IT) or Computer Science <br><br>The L1 teams are the focal point for the customers and are in charge of logging all the requests they may have,answer to documented questions and dispatch others to next support level",12/6/2023
Back Office / Admin / Marketing Executives,"Back Office,Office administration,Marketing,Microsoft,Assistance,Communication skills,MS Office,Office",Alankaram,INR,Not disclosed,Pithampur,2-7 Yrs,/job-listings-back-office-admin-marketing-executives-alankaram-pithampur-2-to-7-years-211222906416,"Proven experience as an office administrator,office assistant,or relevant role",12/6/2023
IBM Sterling OMS with SAP OTC,"order management,IBM sterling OMS,sap otc,order to cash,XML,Microsoft,Gap,SAP",i2t2 India,INR,Not disclosed,Remote,7-12 Yrs,/job-listings-ibm-sterling-oms-with-sap-otc-i2t2-india-hyderabad-secunderabad-7-to-12-years-110623001487,"1+ years of experience with OMS solutions and / or implementation experience in one of the following: Manhattans Active Omni,IBM Sterling OMS,Blue Yonder OMS,SAP OTC,Fluent Commerce or Salesforce <br><br>Experience using analytics and metrics to assess order processing and customer experience to identify and quantify improved opportunities <br><br>A Bachelors Degree",11/6/2023
Business Development Manager-B2B Saas (US Market),"Business Development,B2B Sales,Development,B2B,Leadership,Generation,SAAS Sales,Zoominfo",Connexions,INR,Not disclosed,"Chennai, Bengaluru",5-8 Yrs,/job-listings-business-development-manager-b2b-saas-us-market-connexions-chennai-bangalore-bengaluru-5-to-8-years-110623901425,Manage a team of hybrid BDRs ( Must Have)<br><br>2+ years of inside sales / lead generation management experience<br><br>2+ years of SAAS sales experience,11/6/2023
Us It Recruiter,"US Staffing,IT recruitment,Linkedin,Recruitment,H1b,Monster,Technical,W2",BIT Soft Services,INR,Not disclosed,Remote,5-10 Yrs,/job-listings-us-it-recruiter-bit-soft-services-mumbai-all-areas-5-to-10-years-110623001152,"Sr. Technical Recruiter / US Staffing (Night Shift) <br><br>Must be willing to put standard US Central time hours (Night Shift in Mumbai Office)<br><br> Education: Graduate in any Computers / Information Technology<br><br>Must have 5+ years of experience in recruitments US based candidates<br><br>Understand requirement specification,find and screen candidates,setup interviews etc",11/6/2023
Functional Consultant,"HR Implementation,customer success,darwinbox implementation,HR consulting,HCM implementation,HCM,Hrsd,HR Transformation",Darwinbox,INR,Not disclosed,"Bengaluru, Hyderabad, Gurgaon",2-7 Yrs,/job-listings-functional-consultant-darwinbox-hyderabad-secunderabad-gurgaon-gurugram-haryana-bangalore-bengaluru-2-to-7-years-110623001095,"Brainchild of alumni from the worlds most distinguished organisations (McKinsey,EY,Google),we are the preferred choice of 700+ global enterprises to manage their 2 million+ employees across 90+ countries.  . Darwinboxs new-age HCM suite competes with local as well as global players in the enterprise technology space (such as SAP,Oracle,and Workday)<br><br> MBA in HR is preferred",11/6/2023
Account Manager - CSM,"HR Operations,Core HR,HRIS,darwinbox,Client Handling,Account management,Client,Hrsd",Darwinbox,INR,Not disclosed,Hyderabad,3-8 Yrs,/job-listings-account-manager-csm-darwinbox-hyderabad-secunderabad-telangana-3-to-8-years-110623001079,"Brainchild of alumni from worlds most distinguished organizations (McKinsey,EY,Google),we are the preferred choice of 700+ global enterprises to manage their 2 Million+ employees across 90+ countries<br><br>Support clients to resolve queries or bugs,as and when required<br><br>Gather feedback on product experience during the entire customer lifecycle via targeted surveys",11/6/2023
Business Sales Executive,"business development,Sales management,Marketing management,New business development,Negotiation,Selling,New business,Marketing",Midasha Consultants Llp,INR,6-10 Lacs PA,"Chennai, Bengaluru",3-8 Yrs,/job-listings-business-sales-executive-midasha-consultants-llp-chennai-bangalore-bengaluru-3-to-8-years-110623000784,"Ability to develop strong relationship networks in premium customers which includes Contractors,Developers / Builders,Architects,Institutions (Schools,Colleges,Universities),Corporates,Sports Academies and government departments. <br><br>o Experience in selling more premium products and not just a focus on price<br><br>Positive and good at getting people to like that person",11/6/2023
Associate Principal Engineer (Salesforce),"Architecture,salesforce lightning,Sales Cloud,Apex,Salesforce,Community Cloud,Service Cloud,Lightning",Nagarro,INR,Not disclosed,Remote,9-13 Yrs,/job-listings-associate-principal-engineer-salesforce-nagarro-india-9-to-13-years-110623000783,"Must have experience in independently communicating with clients and requirement gathering<br><br> Strong experience (Architecture) in defining,designing,delivering,and deploying Salesforce-based technical solutions",11/6/2023
Associate Principal Engineer (Salesforce Marketing Cloud),"Mobile Studio,Automation Studio,Journey Builder,Salesforce Marketing Cloud,marketing cloud,Salesforce,Apex,Visual",Nagarro,INR,Not disclosed,Remote,9-13 Yrs,/job-listings-associate-principal-engineer-salesforce-marketing-cloud-nagarro-india-9-to-13-years-110623000740,"Must have knowledge of HTML,CSS,JavaScript,jQuery,JSON,Apex,Visual Force,and Lightning Web Components<br><br>Must have experience in integrating Marketing cloud with various other clouds and third-party systems like Content Management Systems,Google Analytics,DMP and CDP platforms,CRM,etc<br><br>Must be able to create and designs technical implementation diagrams in the Salesforce ecosystem",11/6/2023
Senior Staff Engineer (Salesforce),"Salesforce Sales Cloud,Service Cloud,Salesforce,apex,Visualforce,Sales,Senior,Cloud Sales",Nagarro,INR,Not disclosed,Remote,7-10 Yrs,/job-listings-senior-staff-engineer-salesforce-nagarro-india-7-to-10-years-110623000727,"Experience in communicating effectively with users,other technical teams,and management to collect requirements,and describe software product features,and technical designs Must have experience in independently communicating with clients and requirement gathering<br><br> Strong experience in defining,designing,delivering,and deploying Salesforce-based technical solutions",11/6/2023
Corporate Relationship Manager,"Client Acquisition,relationship management,Sales,Institutional Business,Accounting,Handling,Corporate banking,Marketing",Prashanthi Centre For Fertility,INR,6-10 Lacs PA,Hyderabad,3-8 Yrs,/job-listings-corporate-relationship-manager-prashanthi-centre-for-fertility-hyderabad-secunderabad-telangana-3-to-8-years-110623000707,"<p><strong>Roles and Responsibilities</strong><br /> </p><p>We are looking for an ambitious and energetic Business Development Manager to help us expand our clientele. You will be the front of the company and will have the dedication to create and apply an effective sales strategy.</p><p>The goal is to drive sustainable financial growth through boosting sales and forging strong relationships with clients.</p><p>Developing a business development strategy focused on financial gain</p><p>Arranging business development meetings with prospective clients</p><p>Promote the company's products/services addressing or predicting clients objectives</p><p>Keep records of sales, revenue, invoices etc.</p><ul><li>Proven working experience as a business development manager, sales executive or a relevant role</li><li>Proven sales track record</li><li>Experience in customer support is a plus</li><li>Proficiency in MS Office and      CRM software (e.g. Salesforce)</li><li>Proficiency in English</li><li>Market knowledge</li><li>Communication and negotiation skills</li><li>Ability to build rapport</li><li>Time management and planning skills</li></ul><br /><br /><p>As the Corporate Relations Manager, you will be responsible for initiating and developing relationships with companies with thriving practices in analytics and associated areas.<br /></p><p> Develops and executes marketing strategies, translating customer needs from varied industries and markets into clear value propositions and actionable marketing programs. </p><p>Communicates the corporate marketing message, manages the corporate marketing budget for allocation to marketing activities, and follows through the complete marketing life cycle to measure results. <br /></p><p>Serving as the point of contact and strategic consultant for community engagement within assigned portfolio of accounts and relationships.<br /></p><p>Initiating conversations with HR / recruitment departments of major IT companies, niche analytics firms and varied technology start-ups.<br /> </p><ul><li>Maintain the highest ethical and professional standards within this diverse global organization and recognize employee excellence.</li><li>Responsible for India procurement succession planning and employee development.</li></ul><br /><p><strong>Desired Candidate Profile</strong><br /> </p><ul><li>Minimum of a Bachelor's degree in Marketing or a related field</li><li>Proven experience as a corporate marketing manager or similar role</li><li>Strong understanding of marketing principles and practices</li><li>Proficiency in MS Office and marketing software</li><li>Excellent Prolific writing, research, and analysis skills with an interest in healthcare industry, corporate campaign building</li><li>Good communication and interpersonal skills</li><li>Ability to work independently with minimum supervision</li><li>Comfortable working in a fast-paced environment and have agility in adapting to the situation</li></ul><br /><br />",11/6/2023
Urgent Job Opening For Sr. Salesforce Developer,"Lwc,Aura,Salesforce Lightning,Salesforce,Development,SR,Lightning,Sales force development",360 Degree Cloud Technologies,INR,16-31 Lacs PA,"Delhi NCR, Delhi, Bengaluru, Mumbai (All Areas)",5-7 Yrs,/job-listings-urgent-opening-for-sr-salesforce-developer-360-degree-cloud-technologies-new-delhi-delhi-bangalore-bengaluru-karnataka-delhi-ncr-mumbai-all-areas-5-to-7-years-110623000105,"LWC is highly preferred<br><br>Good Hands-on with lightning,apex,visual force,and Apex Triggers<br><br>Experience application development using Apex classes,Visual Force pages,triggers,S-Objects,creating report types,reports,and dashboards Strong experience in Development and Customization in Salesforce.com",11/6/2023
Senior Salesforce Developer,"salesforce,Senior,Integration,Development,System architecture,Design,Sales force development,System design",Stamens Software,INR,Not disclosed,Remote,6-11 Yrs,/job-listings-senior-salesforce-developer-stamens-software-pvt-ltd-noida-uttar-pradesh-6-to-11-years-110623000063,"Service Cloud Certification is required<br><br>years of experience functioning as Salesforce.com administrator for Enterprise edition or higher Solid understanding of system architecture and system design (SFDC /CRM and Force.com) is required<br><br>Salesforce.com Communities,Partner / Customer Portal implementation,Knowledge Base Experience with Salesforce.com security model and sharing rules",11/6/2023
Campaign Management Associate-Campaign Management,"Reporting Analysis,Campaign Management,Analysis,Direct,Marketing,Operations,Email marketing,Excel",Accenture,INR,Not disclosed,Hyderabad,1-3 Yrs,/job-listings-campaign-management-associate-campaign-management-accenture-solutions-pvt-ltd-hyderabad-secunderabad-1-to-3-years-110623900044,"Please note that this role may require you to work in rotational shifts<br><br>Qualifications: Any Graduation. Years of Experience: 1 to 3 years<br><br>Skill required: Campaign Management - Reporting Analytics. <br><br>In this role you are required to solve routine problems,largely through precedent and referral to general guidelines",11/6/2023
Campaign Management Analyst-Digital Marketing,"Digital Marketing,Campaign Management,Direct,Marketing,Operations,Display advertising,Email marketing,Direct marketing",Accenture,INR,Not disclosed,Bengaluru,3-5 Yrs,/job-listings-campaign-management-analyst-digital-marketing-accenture-solutions-pvt-ltd-bangalore-bengaluru-3-to-5-years-110623900043,Please note that this role may require you to work in rotational shifts<br><br>Qualifications: Any Graduation. Years of Experience: 3 to 5 years<br><br>Skill required: Digital Marketing - Campaign Management. <br><br>In this role you are required to do analysis and solving of increasingly complex problems <br><br>Adobe Launch - Good to Have <br><br>Adobe Analytics - Good to Have,11/6/2023
HR Ventures & Acquisition Assoc Manager - DE Capability,"HR Operations,Talent Management,Architecture,Due diligence,Human resource management,Operations,Diligence,Compliance",Accenture,INR,Not disclosed,Bengaluru,10-14 Yrs,/job-listings-hr-ventures-acquisition-assoc-manager-de-capability-accenture-solutions-pvt-ltd-bangalore-bengaluru-10-to-14-years-110623900041,"Qualifications: Any Graduation. Years of Experience: 10 to 14 years<br><br>Skill required: HR Operations - Talent Management. <br><br>You will be aligned to our HR Ventures & Acquisitions vertical and will help us in the function that deals with people and people experience related areas for an acquisition such as communications,change management,onboarding and culture",11/6/2023
Salesforce Conga CPQ Application Developer,"Salesforce,Application,Development,Business applications,Cpq,Conga,Salesforce Cpq,Sales force development",Accenture,INR,Not disclosed,Bengaluru,4-6 Yrs,/job-listings-salesforce-conga-cpq-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-100623906135,"Educational Qualification : Regular 15-year full time education <br><br>Technical Experience : 1 Experience in Salesforce 2 Experience with Steelbrick / Salesforce CPQ,Apttus,or BigMachines is strongly preferred with Apttus the preference <br><br>Professional Attributes : a Must have Good Communication skill b Capable of Client facing rolec Good to have Handled Team of 3-5 junior Developers",10/6/2023
Campaign Management New Associate-Campaign Management,"Reporting Analytics,Campaign Management,Reporting,Reporting And Analytics,Email,Direct,Marketing,Operations",Accenture,INR,Not disclosed,Hyderabad,0-1 Yrs,/job-listings-campaign-management-new-associate-campaign-management-accenture-solutions-pvt-ltd-hyderabad-secunderabad-0-to-1-years-100623906125,"Please note that this role may require you to work in rotational shifts<br><br>Qualifications: Any Graduation. Years of Experience: 0 to 1 years<br><br>Skill required: Campaign Management - Reporting Analytics. <br><br>In this role you are required to solve routine problems,largely through precedent and referral to general guidelines",10/6/2023
Salesforce Development Application Developer,"Salesforce Development,Salesforce,Cloud,Unit testing,JIRA,SFDC,Jenkins,Software testing",Accenture,INR,Not disclosed,Hyderabad,4-6 Yrs,/job-listings-salesforce-development-application-developer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-4-to-6-years-100623906122,"Work Experience :4-6 years <br><br>Technical Experience : 1 Experience in Service cloud features like Case Management,Omni-channel Live agent etc 2 Experience in Salesforce administration such as Profiles,Permission sets etc 3 Experience with development tools such as ANT,Forcecom,Git,Jenkins,Jira Visual Code <br><br>Professional Attributes : Good Communication Skill",10/6/2023
